,index,url,rest_price_idr,review,lat,long,is_chain,rating,alcohol,delivery,entertainment,indoor seating,kid friendly,no alcohol available,others_facility,outdoor seating,parking service,praying room,private dining area available,self service,smoking area,special_meal,table booking,table booking not available,table reservation required,takeaway available,asian,bakery,beverages,cafe,coffee,desserts,drink,fast_food,india,indonesia_traditional,indonesian,melayu,mid_east,noodle,others_type,seafood,snacks,special_food,street_food,tea,western,encode,geohash,d_1000_airport,d_1000_atm,d_1000_bank,d_1000_cafe,d_1000_convenience_store,d_1000_gas_station,d_1000_hospital,d_1000_lodging,d_1000_meal_takeaway,d_1000_mosque,d_1000_park,d_1000_restaurant,d_1000_school,d_1000_store,d_1000_supermarket,d_1000_train_station,en_1000,n_compt_1000,avg_n_rest
1077,1215,https://www.zomato.com/jakarta/hermitage-lounge-the-hermitage-cikini/info,400000,93.0,-6.198287,106.838067,0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,00000000000000000000000000010000000000000000000000000000000000000000000000000000000010,qqguxp,0.0,84.0,52.0,30.0,9.0,6.0,51.0,65.0,6.0,78.0,35.0,38.0,84.0,29.0,25.0,0.0,2.421303170263181,0.0555555555555555,3.8
1078,1217,https://www.zomato.com/jakarta/mie-ayam-theresia-thamrin/info,80000,5.0,-6.184621,106.823798,1,3.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000001000000000000000010000000000000000000000000000000000000000000000000,qqguyf,0.0,141.0,66.0,32.0,33.0,9.0,26.0,45.0,20.0,67.0,10.0,46.0,34.0,55.0,28.0,1.0,2.4204208664294344,0.2814814814814815,3.292105263157895
1079,1218,https://www.zomato.com/jakarta/tongseng-pa-no-jl-karawang-thamrin/info,60000,5.0,-6.184617,106.823799,0,3.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010010000000000000000000000000000000000000000000000,qqguyf,0.0,141.0,66.0,32.0,33.0,9.0,26.0,45.0,20.0,67.0,10.0,46.0,34.0,55.0,28.0,1.0,2.4204208664294344,0.3111111111111111,3.300000000000001
1080,1219,https://www.zomato.com/jakarta/the-atjeh-connection-resto-coffee-thamrin/info,150000,19.0,-6.184328,106.824929,1,2.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguyf,0.0,125.0,47.0,33.0,35.0,9.0,26.0,45.0,20.0,61.0,12.0,46.0,37.0,45.0,30.0,1.0,2.46162594797612,0.2413793103448276,3.325714285714286
1081,1220,https://www.zomato.com/jakarta/katsutoku-thamrin/info,350000,570.0,-6.19324,106.82182,1,4.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qqguyb,0.0,167.0,64.0,66.0,76.0,15.0,37.0,86.0,35.0,94.0,12.0,81.0,61.0,126.0,66.0,0.0,2.47402835654794,0.1020408163265306,3.82
1082,1223,https://www.zomato.com/jakarta/nats-kitchen-thamrin/info,100000,58.0,-6.190569,106.823399,0,3.7,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguyc,0.0,106.0,73.0,99.0,58.0,20.0,32.0,52.0,24.0,66.0,12.0,100.0,44.0,128.0,45.0,0.0,2.4761135742615865,0.1929824561403508,3.5218181818181837
1083,1224,https://www.zomato.com/jakarta/chicory-european-patisserie-menteng/info,230000,239.0,-6.200141,106.826013,0,4.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000000000010000000000000000000000000000000000000000000000000000000000000000010,qqguwz,0.0,120.0,51.0,108.0,27.0,15.0,26.0,35.0,0.0,40.0,45.0,94.0,22.0,105.0,35.0,3.0,2.386758253161299,0.0941176470588235,3.958333333333334
1084,1226,https://www.zomato.com/jakarta/platinum-thamrin/info,150000,70.0,-6.18754,106.82389,1,2.4,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000000000001000000000000000010000000000000000000000000000000000000000000000010,qqguyc,0.0,115.0,85.0,98.0,52.0,19.0,35.0,41.0,22.0,87.0,13.0,96.0,35.0,122.0,40.0,1.0,2.4644084981217405,0.2682926829268293,3.692207792207791
1085,1227,https://www.zomato.com/jakarta/fogo-thamrin/info,300000,50.0,-6.195176,106.820443,1,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000100000000000000000000000000000000000000000000000000000000001000000000000000,qqguyb,0.0,125.0,48.0,54.0,71.0,15.0,31.0,68.0,33.0,94.0,20.0,54.0,66.0,104.0,78.0,3.0,2.5233315759129877,0.0193548387096774,4.5
1086,1228,https://www.zomato.com/jakarta/go-katsu-thamrin/info,80000,48.0,-6.195166,106.820442,0,3.7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qqguyb,0.0,125.0,48.0,54.0,71.0,15.0,31.0,68.0,33.0,94.0,20.0,54.0,66.0,104.0,78.0,3.0,2.5233315759129877,0.0967741935483871,3.82
1087,1229,https://www.zomato.com/jakarta/gelato-secrets-menteng/info,130000,848.0,-6.197619,106.836528,1,4.6,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000001000000000000000000000000000000000000000000000000000,qqguxp,0.0,68.0,48.0,38.0,11.0,9.0,37.0,61.0,6.0,52.0,29.0,45.0,73.0,48.0,21.0,0.0,2.47548644014994,0.03125,3.5
1088,1230,https://www.zomato.com/jakarta/pigeonhole-coffee-menteng/info,150000,273.0,-6.197574,106.836724,0,4.2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000010000000000000000000000000000000000000000000000000000000000000000000,qqguxp,0.0,70.0,52.0,38.0,11.0,9.0,35.0,61.0,6.0,53.0,29.0,45.0,80.0,48.0,24.0,0.0,2.470147889459337,0.03125,3.5
1089,1231,https://www.zomato.com/jakarta/dairy-queen-1-thamrin/info,120000,139.0,-6.195161,106.820751,1,4.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00000000000000000000001000000000001000000000000000000000000000000000000000000000000000,qqguyb,0.0,125.0,46.0,54.0,71.0,15.0,34.0,68.0,33.0,95.0,20.0,58.0,66.0,104.0,74.0,3.0,2.526114030326956,0.1012658227848101,3.75625
1090,1232,https://www.zomato.com/jakarta/ichiban-crepes-thamrin/info,45000,5.0,-6.187767,106.823923,0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000001000000000000000000000000000000000000000000000000000000000000000,qqguyc,0.0,111.0,85.0,98.0,53.0,19.0,33.0,44.0,22.0,87.0,11.0,96.0,35.0,120.0,40.0,1.0,2.4639067184930843,0.1284722222222222,3.78108108108108
1091,1233,https://www.zomato.com/jakarta/jittlada-restaurant-thamrin/info,250000,252.0,-6.195234,106.820889,1,4.1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000000000000000000000000000000000000000000000010000,qqguyb,0.0,125.0,42.0,54.0,71.0,15.0,34.0,68.0,33.0,95.0,20.0,58.0,70.0,94.0,74.0,3.0,2.528316275354689,0.0253164556962025,4.075
1092,1234,https://www.zomato.com/jakarta/cork-screw-thamrin/info,600000,598.0,-6.193416,106.821896,1,4.3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00010000000000000000000001000000100000000000000000000000000000000000000000000000000000,qqguyb,0.0,157.0,56.0,63.0,74.0,15.0,37.0,86.0,35.0,92.0,20.0,79.0,64.0,124.0,66.0,0.0,2.4929897571699637,0.0612244897959183,3.75
1093,1235,https://www.zomato.com/jakarta/demang-thamrin/info,250000,54.0,-6.187934,106.824613,0,3.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000001000000000000000000000000010000000000000000000000000000000000000100000000,qqguyc,0.0,91.0,70.0,95.0,38.0,19.0,25.0,39.0,22.0,78.0,15.0,92.0,34.0,98.0,39.0,1.0,2.4817740471590253,0.0371621621621621,3.436363636363636
1094,1237,https://www.zomato.com/jakarta/la-moda-by-hyatt-thamrin/info,480000,157.0,-6.193434,106.821529,0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000000000000010000000000000010000000000000000000000000000000000000000000000000,qqguyb,0.0,185.0,64.0,62.0,76.0,15.0,37.0,87.0,35.0,95.0,12.0,78.0,60.0,128.0,66.0,0.0,2.4581087305435467,0.171875,3.163636363636364
1095,1238,https://www.zomato.com/jakarta/chopstix-1-thamrin/info,120000,126.0,-6.19324,106.821821,1,3.1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000001000000000000000000000000000000000000000010000000000000000000000000,qqguyb,0.0,167.0,64.0,66.0,76.0,15.0,37.0,86.0,35.0,94.0,12.0,81.0,61.0,126.0,66.0,0.0,2.47402835654794,0.096938775510204,3.242105263157895
1096,1239,https://www.zomato.com/jakarta/sudestada-grill-bar-cafe-thamrin/info,250000,504.0,-6.191847,106.824136,0,4.6,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000000000000000000000000100000000000000000000000000000000000001000000000000000,qqguyb,0.0,133.0,41.0,59.0,48.0,12.0,22.0,75.0,35.0,70.0,20.0,80.0,68.0,86.0,48.0,0.0,2.4916133562270044,0.0232558139534883,4.06
1097,1240,https://www.zomato.com/jakarta/loving-hut-thamrin/info,100000,10.0,-6.198728,106.822705,1,3.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000000000000000001000000000000010000000000000000000000000000000000000000000000000000,qqguwz,0.0,174.0,55.0,106.0,64.0,15.0,29.0,54.0,12.0,65.0,30.0,95.0,33.0,107.0,61.0,6.0,2.4547909009646456,0.1123595505617977,3.8966666666666665
1098,1241,https://www.zomato.com/SkyPoolBarCafe/info,500000,62.0,-6.195467,106.822377,0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000000000000000000000000000011000000000000000000000000000000000000000000000010,qqguyb,0.0,127.0,33.0,48.0,66.0,15.0,27.0,74.0,31.0,80.0,25.0,56.0,62.0,96.0,56.0,3.0,2.519752497057363,0.2469879518072289,3.3829268292682926
1099,1242,https://www.zomato.com/jakarta/gram-caf%C3%A9-pancakes-thamrin/info,300000,640.0,-6.192997,106.822267,0,4.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000100000101000000000000000000000000000000000000000000000000000000000000000,qqguyb,0.0,146.0,56.0,65.0,71.0,12.0,37.0,84.0,35.0,87.0,20.0,80.0,65.0,124.0,61.0,0.0,2.494999987782188,0.1818181818181818,3.611111111111111
1100,1244,https://www.zomato.com/jakarta/joe-dough-thamrin/info,280000,417.0,-6.193169,106.821342,1,4.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000100000000000000101000000000000000000000000000000000000000000000000000000000000010,qqguyb,0.0,199.0,72.0,62.0,90.0,15.0,37.0,87.0,35.0,98.0,12.0,78.0,60.0,134.0,74.0,0.0,2.4496266867169627,0.1989528795811518,3.6710526315789465
1101,1245,https://www.zomato.com/jakarta/en-japanese-dining-1-thamrin/info,650000,301.0,-6.193421,106.821894,1,4.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000100000000000000000000000000000000000000010000000,qqguyb,0.0,155.0,56.0,63.0,74.0,15.0,37.0,86.0,35.0,92.0,20.0,79.0,64.0,124.0,66.0,0.0,2.4943741062352918,0.096938775510204,3.773684210526316
1102,1246,https://www.zomato.com/jakarta/pho-24-2-thamrin/info,230000,30.0,-6.195163,106.820121,1,2.8,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000100,qqguyb,0.0,131.0,50.0,54.0,71.0,15.0,33.0,70.0,33.0,102.0,12.0,58.0,66.0,122.0,80.0,3.0,2.4972504546052017,0.006578947368421,3.9
1103,1247,https://www.zomato.com/jakarta/solaria-thamrin/info,150000,15.0,-6.191581,106.82337,1,2.6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000001000000000000000010000000000000000000000000000000000000000000000000,qqguyb,0.0,134.0,54.0,62.0,59.0,12.0,33.0,76.0,35.0,73.0,20.0,84.0,63.0,116.0,49.0,0.0,2.4979309146060515,0.2383177570093458,3.229411764705883
1104,1248,https://www.zomato.com/jakarta/carl-s-jr-thamrin/info,180000,217.0,-6.195167,106.82044,1,4.3,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000100000000100000000000000000000000000000000000000000000000000000000000,qqguyb,0.0,125.0,48.0,54.0,71.0,15.0,31.0,68.0,33.0,94.0,20.0,54.0,66.0,104.0,78.0,3.0,2.5233315759129877,0.0580645161290322,3.533333333333333
1105,1249,https://www.zomato.com/jakarta/restoran-beautika-manado-tanah-abang/info,200000,227.0,-6.179201,106.818129,1,4.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010000000000010000000000000000000000000000000000000,qqguye,0.0,118.0,47.0,15.0,10.0,4.0,22.0,23.0,2.0,80.0,22.0,29.0,22.0,11.0,18.0,0.0,2.2241612639308057,0.4222222222222222,3.289473684210526
1106,1250,https://www.zomato.com/jakarta/home-hotel-morrissey-menteng/info,400000,55.0,-6.186918,106.829366,0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000010,qqguyc,0.0,79.0,38.0,38.0,22.0,24.0,34.0,32.0,4.0,44.0,15.0,31.0,29.0,19.0,14.0,1.0,2.496937320576972,0.4214876033057851,3.484313725490195
1107,1252,https://www.zomato.com/jakarta/upnormal-coffee-roasters-menteng/info,120000,192.0,-6.187438,106.826639,1,3.9,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00000000000000000000100000000000000010000000000000000000000000000000000000100000000000,qqguyc,0.0,85.0,61.0,62.0,28.0,19.0,25.0,31.0,19.0,53.0,17.0,67.0,32.0,47.0,27.0,1.0,2.524163392553864,0.2666666666666666,3.470833333333333
1108,1253,https://www.zomato.com/jakarta/pison-coffee-thamrin/info,150000,28.0,-6.197578,106.822481,1,3.8,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000000000010000000000000000000000000000000000000000000000000000000000000000010,qqguwz,0.0,168.0,58.0,108.0,62.0,21.0,32.0,53.0,12.0,58.0,27.0,94.0,31.0,105.0,60.0,6.0,2.466029652316625,0.0961538461538461,3.948
1109,1255,https://www.zomato.com/jakarta/saladstop-1-thamrin/info,250000,309.0,-6.194931,106.820178,1,4.6,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000000000000000000000000000000010000000000000000000000000000000000000000000000000000,qqguyb,0.0,143.0,53.0,56.0,71.0,15.0,36.0,70.0,33.0,102.0,12.0,64.0,66.0,128.0,80.0,3.0,2.4920981051875506,0.032258064516129,3.78
1110,1256,https://www.zomato.com/jakarta/manggar-indonesian-resto-thamrin/info,120000,14.0,-6.183372,106.824663,0,3.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010000000000000000000000000000000000000001000000000,qqguyf,0.0,142.0,56.0,34.0,35.0,9.0,27.0,45.0,20.0,61.0,16.0,45.0,36.0,47.0,30.0,3.0,2.4544417589583443,0.2411347517730496,3.3264705882352943
1111,1257,https://www.zomato.com/jakarta/roti-nogat-thamrin/info,60000,24.0,-6.201721,106.823488,1,3.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00000000000000000000100000000000000000000000000000000000000000000000000000100000000000,qqguwz,0.0,127.0,51.0,107.0,37.0,3.0,12.0,43.0,3.0,48.0,24.0,76.0,24.0,105.0,37.0,6.0,2.361908817272236,0.0833333333333333,3.53
1112,1259,https://www.zomato.com/jakarta/hot-star-thamrin/info,120000,127.0,-6.195039,106.820052,1,3.7,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000100000000000000000000000000000000000000000000000000000000000,qqguy8,0.0,133.0,80.0,118.0,48.0,24.0,38.0,61.0,24.0,73.0,21.0,116.0,66.0,159.0,69.0,3.0,2.4893489918174643,0.0290322580645161,3.555555555555556
1113,1261,https://www.zomato.com/jakarta/patbingsoo-korean-dessert-house-thamrin/info,200000,106.0,-6.195166,106.820442,0,3.6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000001000000000000000000001000000000000000000000000000000000000000000,qqguyb,0.0,125.0,48.0,54.0,71.0,15.0,31.0,68.0,33.0,94.0,20.0,54.0,66.0,104.0,78.0,3.0,2.5233315759129877,0.1032258064516129,3.75625
1114,1262,https://www.zomato.com/jakarta/godiva-thamrin/info,120000,365.0,-6.193988,106.822371,1,4.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000001000000000000000000000000000000000000000000000000000000000000000,qqguyb,0.0,143.0,45.0,62.0,72.0,15.0,37.0,81.0,33.0,91.0,25.0,76.0,64.0,94.0,66.0,0.0,2.514572703457822,0.1088082901554404,3.747619047619049
1115,1263,https://www.zomato.com/jakarta/espresso-bar-xxi-plaza-indonesia-thamrin/info,250000,9.0,-6.193347,106.821949,0,2.9,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00010000000000000000100000000000000000000000000000000000000000000000000000000000000010,qqguyb,0.0,155.0,56.0,64.0,74.0,15.0,37.0,86.0,35.0,91.0,20.0,79.0,65.0,124.0,66.0,0.0,2.494971786031296,0.2295918367346938,3.537777777777777
