index,url,rest_price_idr,review,lat,long,is_chain,rating,new_code_res_type,rank_res_type,new_code_fac,rank_fac,encode,geohash,d_250_airport,d_250_atm,d_250_bank,d_250_cafe,d_250_convenience_store,d_250_gas_station,d_250_hospital,d_250_lodging,d_250_meal_takeaway,d_250_mosque,d_250_park,d_250_restaurant,d_250_school,d_250_store,d_250_supermarket,d_250_train_station,en_250,n_compt_250,avg_n_rest
1999,https://www.zomato.com/jakarta/ayam-goreng-berkah-rahmat-dharmawangsa/info,80000,595.0,-6.2470615188,106.8018591777,0,4.4,0,193,1,4,00000001000000000000000000000000000010010000000000000000000000000000000000000000000000,qqguqq,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.71408754118701,0.38461538461538464,3.5799999999999996
2000,https://www.zomato.com/jakarta/toko-kopi-tuku-senopati/info,80000,508.0,-6.2402217946,106.8120525777,1,4.7,0,88,0,84,00000000000000100000100000000000000010000000000000000000000000000000000000000000000000,qqguw8,0.0,1.0,3.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,4.0,0.0,2.0,0.0,2.3064366949688155,0.3333333333333333,3.8333333333333335
2001,https://www.zomato.com/jakarta/turkuaz-senopati/info,650000,618.0,-6.2374734815,106.8073124439,0,4.7,0,1906,0,963,00000000000000000000000000000000000010010000000000000000000000000000000000000000001000,qqguw2,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.732867951399863,0.3333333333333333,3.3
2002,https://www.zomato.com/jakarta/kopi-krintji-blok-m/info,80000,234.0,-6.237135,106.788423,0,4.0,0,2212,0,1767,00010000000000000000100000000100000010000000000000000000000000000000000000000000000010,qqguw0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6
2003,https://www.zomato.com/jakarta/mayhaps-1-dharmawangsa/info,80000,257.0,-6.2507569724,106.7981808633,0,4.2,0,283,0,251,00000100000000100000100000000000000000000000000000000000000000000000000000000000100000,qqguqq,0.0,10.0,12.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,1.876113665196352,0.2727272727272727,3.8166666666666664
2004,https://www.zomato.com/jakarta/bhinneka-rasa-tanjung-duren/info,100000,8.0,-6.174717,106.788141,0,2.9,0,340,0,58,10000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguy5,0.0,3.0,8.0,3.0,1.0,0.0,0.0,2.0,2.0,5.0,0.0,2.0,6.0,0.0,1.0,0.0,2.0969973940014546,0.16666666666666666,3.3000000000000003
2006,https://www.zomato.com/jakarta/foodpedia-by-pasta-kangen-tanjung-duren/info,100000,23.0,-6.171714,106.783026,0,3.0,0,1681,0,331,00000000000000000000100000000000000000000000000000000000000000000000000000100000000010,qqguvu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,https://www.zomato.com/jakarta/omji-modern-asian-fried-chicken-tanjung-duren/info,150000,33.0,-6.173283,106.788849,1,3.5,0,528,0,8,00000000000000100000100000000000000000000001000000000000000000000000000000000000000000,qqguyh,0.0,4.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,1.8724509888392689,0.21875,3.442857142857142
2008,https://www.zomato.com/jakarta/putien-tanjung-duren/info,250000,221.0,-6.1747346461,106.7902405188,1,4.2,0,1016,1,3,00000000000100000001000000000000000000000001000000000000000000000001000000000000000000,qqguy5,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2275294114572126,0.0,0.0
2010,https://www.zomato.com/jakarta/bakmi-hero-tanjung-duren/info,100000,19.0,-6.180478,106.783396,0,2.9,0,1979,0,9,00000000000000000011001000000000000000000000000000000000000000000000000000000000000000,qqguvf,0.0,1.0,6.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0140355237092673,0.0,0.0
2011,https://www.zomato.com/jakarta/gili-coffee-tanjung-duren/info,100000,20.0,-6.178104,106.780562,0,3.7,0,1688,0,325,00000000000000000100101000100000000000000000000000000000000000000000000000000000000000,qqguvg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,https://www.zomato.com/jakarta/kastera-by-luna-maya-tanjung-duren/info,100000,4.0,-6.178634,106.792037,0,3.9,0,1919,0,924,00010100000000000000001000000000000000100000000000000000000000000000000000000000010000,qqguy5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453,0.0,0.0
2013,https://www.zomato.com/jakarta/sushi-tei-tanjung-duren/info,280000,622.0,-6.17767,106.790976,1,4.5,0,52,0,57,00000000000000000000000000000000000010100000000000000000000000000000000000000000000000,qqguy5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,https://www.zomato.com/jakarta/dsavor-tanjung-duren/info,120000,23.0,-6.1698726575,106.7830102891,0,2.9,0,1469,0,256,00000000000000100000100000000000000010000000000000000000000000000000000000100000000010,qqguvu,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6365141682948128,0.0,0.0
2015,https://www.zomato.com/jakarta/manggang-grilled-beef-bowl-2-tanjung-duren/info,80000,5.0,-6.174318,106.78369,0,3.5,0,471,0,1596,00010000000000000010100000000000000000000000000000000000000000000000000000000000000000,qqguvg,0.0,6.0,3.0,9.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,11.0,7.0,2.0,1.0,0.0,2.049309044136055,0.11538461538461539,3.6666666666666665
2016,https://www.zomato.com/jakarta/overeazy-tanjung-duren/info,50000,4.0,-6.175783,106.789975,0,3.3,0,277,0,147,00000000000000100000100000000000000000010000000000000000000000000000000000000000000000,qqguy5,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7356219397587946,0.0,0.0
2017,https://www.zomato.com/jakarta/bakmi-sombong-tanjung-duren/info,70000,5.0,-6.18272,106.783516,0,3.4,0,574,0,1921,00000000000000000001001000000000000000000000000000000000000000000000000000000000000000,qqguvf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,https://www.zomato.com/jakarta/babochkaa-tanjung-duren/info,200000,43.0,-6.177354,106.790673,0,3.5,0,717,0,166,00000000000000000000000001000000000000100000000000000000000000000100000000000000000000,qqguy5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,https://www.zomato.com/jakarta/bakmi-tanjung-duren-barat-tanjung-duren/info,120000,37.0,-6.175522,106.781855,0,3.5,0,1233,1,4,00000010000000000000000000000000000010100000000000000000000000000000000000000000000000,qqguvg,0.0,1.0,2.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,2.0,1.0,0.0,0.0,1.651550134800023,0.2857142857142857,3.2714285714285722
2022,https://www.zomato.com/jakarta/nayam-tanjung-duren/info,60000,30.0,-6.1724419904,106.7777306959,0,3.1,0,182,0,1209,00010000000000000000000000000000000000100000000000000000000000000000000000000000000000,qqguvu,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0397207708399179,0.0,0.0
2023,https://www.zomato.com/jakarta/singapore-hainanese-chicken-rice-4-tanjung-duren/info,150000,12.0,-6.17472,106.78966,1,3.7,0,1892,0,1394,00000000000000000000000000000000000000100000000000000000000000000001000000000000000000,qqguy5,0.0,1.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.71408754118701,0.09090909090909091,4.2
2025,https://www.zomato.com/jakarta/master-squid-tanjung-duren/info,80000,4.0,-6.178535,106.792209,1,3.2,0,92,4,0,00000000000000000000100000000000000010000000000000000000000000000000000000100000000000,qqguy5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453,0.25,3.8
2026,https://www.zomato.com/jakarta/lapo-ni-tondongta-tanjung-duren/info,100000,5.0,-6.177371,106.790672,0,2.9,0,1457,1,4,00000000001000000000000000000000000010010000000000000000000000000000000000000000000000,qqguy5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027,https://www.zomato.com/jakarta/burger-bangor-tanjung-duren/info,70000,13.0,-6.1744059816,106.7836908996,0,3.5,0,684,4,0,00000011000000000100000000000000000000000000000000000000000000000000000000000000000000,qqguvg,0.0,6.0,3.0,9.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,11.0,7.0,2.0,1.0,0.0,2.049309044136055,0.041666666666666664,3.0
2028,https://www.zomato.com/jakarta/ikkudo-ichi-tanjung-duren/info,180000,601.0,-6.177354,106.790674,1,4.5,0,2092,0,27,00000000000001000000000000000000000000100000000000000000000000001000000000000000000000,qqguy5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2029,https://www.zomato.com/jakarta/truffle-belly-tanjung-duren/info,100000,8.0,-6.17387,106.786432,0,3.0,0,1598,0,73,00010011000001000001000000000000000000000000000000000000000000000000000000000000000000,qqguvu,0.0,3.0,6.0,1.0,4.0,0.0,0.0,3.0,4.0,4.0,1.0,2.0,7.0,1.0,6.0,0.0,2.315384258743104,0.08333333333333333,3.8
2030,https://www.zomato.com/jakarta/kopi-360-1-tanjung-duren/info,50000,4.0,-6.175637,106.780326,0,3.1,0,1523,0,30,00000000000000100001100000000000000000100000000000000000000000000000000000000000000000,qqguvg,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.7201934592198251,0.2222222222222222,3.25
2031,https://www.zomato.com/jakarta/rawon-bar-1-tanjung-duren/info,100000,40.0,-6.174318,106.783686,0,3.9,0,84,0,843,00000000000000000000100000000000000010000000000000000000000000000000000000000000100000,qqguvg,0.0,6.0,3.0,9.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,11.0,7.0,2.0,1.0,0.0,2.049309044136055,0.28846153846153844,3.48
2033,https://www.zomato.com/jakarta/ta-ke-coi-tanjung-duren/info,120000,7.0,-6.173681319,106.7858524248,0,3.5,0,1851,4,0,00000000000000000000000000000000000001110000000000000000000000000000000000000000000000,qqguvu,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,0.0,2.1028657720503716,0.14285714285714285,3.4
2034,https://www.zomato.com/jakarta/truedan-tanjung-duren/info,100000,60.0,-6.178537,106.792207,0,3.8,0,2163,0,14,10000010000000101000000000000000000000000000000000000000000000000000000000000000000000,qqguy5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453,0.0,0.0
2036,https://www.zomato.com/jakarta/hanamasa-tanjung-duren/info,350000,145.0,-6.178419,106.792393,1,4.0,0,354,0,1481,00000000000000000000000000000000000010100000000000000000000000000000000000000100000000,qqguy5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453,0.0,0.0
2037,https://www.zomato.com/jakarta/house-of-omurice-tanjung-duren/info,330000,286.0,-6.175586,106.790003,1,3.2,0,361,0,84,00000000000000000010100000000000000000100000000000000000000000000000000000000000000000,qqguy5,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7356219397587946,0.0,0.0
2040,https://www.zomato.com/jakarta/queen-elizabeth-by-cendol-elizabeth-tanjung-duren/info,50000,9.0,-6.17864,106.792196,0,2.5,0,98,0,1506,00000000000000000000001000000000000010000000000000000000000000000000000000000000000000,qqguy5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453,0.0,0.0
2041,https://www.zomato.com/jakarta/riung-sunda-tanjung-duren/info,200000,63.0,-6.178288,106.790297,0,2.0,0,354,0,41,00000000000000000000000000000000000010100000000000000000000000000000000000000100000000,qqguy5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6931471805599453,0.0,0.0
2042,https://www.zomato.com/jakarta/sudutsatu-cafe-tanjung-duren/info,160000,293.0,-6.173963,106.780133,0,4.1,0,110,0,50,01000000000000000000100000000000000010000000000000000000000000000000000000000000000000,qqguvu,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.9002560512685369,0.25,3.8
2043,https://www.zomato.com/jakarta/pizzaexpress-tanjung-duren/info,280000,200.0,-6.178209,106.790375,1,4.2,0,452,0,1589,00000000000000000000000000000000000011000000000000000000000000100000000000000000000000,qqguy5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0986122886681096,0.0,0.0
2045,https://www.zomato.com/jakarta/la-biere-tanjung-duren/info,250000,131.0,-6.1774882865,106.7908674851,0,3.8,0,167,0,1906,00000000000000000000001000000000000001000000000000000000000000000000000000000000000010,qqguy5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2047,https://www.zomato.com/jakarta/happy-resto-tanjung-duren/info,80000,15.0,-6.169664,106.783109,0,2.7,0,96,0,242,00000000000000000010100000000000000010000000000000000000000000000000000000000000100000,qqguvu,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6365141682948128,0.0,0.0
2049,https://www.zomato.com/jakarta/fish-co-1-tanjung-duren/info,330000,308.0,-6.177355,106.790678,1,4.2,0,683,1,3,00000000000000000000000000000000000010000000000000010000000000000010000000000000000000,qqguy5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,https://www.zomato.com/jakarta/bakmi-gm-tanjung-duren/info,125000,130.0,-6.178535,106.792208,1,4.0,0,767,0,36,00000010000000000000001000000000000000000000000000000000000000000000000000000000000000,qqguy5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453,0.0,0.0
2051,https://www.zomato.com/jakarta/koi-th%C3%A9-2-tanjung-duren/info,70000,191.0,-6.17842,106.792396,1,4.3,0,1756,4,0,00000000000000101010100000000000000000000000000000000000000000000000000000000000000000,qqguy5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453,0.0,0.0
2053,https://www.zomato.com/jakarta/kedai-cemara-tanjung-duren/info,80000,49.0,-6.182258,106.781751,0,3.8,1,6,0,8,00000000000000000000000000000000000010010000000000000000000000000000000000000000000000,qqguvf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2054,https://www.zomato.com/jakarta/kappa-sushi-tanjung-duren/info,250000,41.0,-6.177368,106.790671,0,3.7,0,526,0,1021,00000000000000000000100000000000000010100000000000000000000000000000000000000010000000,qqguy5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2056,https://www.zomato.com/jakarta/today-fried-chicken-tanjung-duren/info,80000,5.0,-6.174988,106.783695,0,2.8,0,40,4,0,00000000000000000000000000100000000000100000000000000000000000000000000000000000000000,qqguvg,0.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,10.0,6.0,1.0,1.0,0.0,2.028266753365808,0.14634146341463414,3.1166666666666667
2057,https://www.zomato.com/jakarta/king-mango-thai-1-tanjung-duren/info,100000,433.0,-6.174723,106.789657,1,3.8,0,1972,0,5,00000000000000100000001000010000000000000000000000000000000000000000100000000000010000,qqguy5,0.0,1.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.71408754118701,0.1,3.4
2060,https://www.zomato.com/jakarta/guten-morgen-coffee-lab-shop-tomang/info,150000,207.0,-6.173134,106.79794,0,4.2,0,2106,0,117,00000000000000100010100000000000000000000000000000000000000000000000100000000000100000,qqguyh,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,6.0,2.0,6.0,0.0,0.0,2.0,0.0,1.9356005054539454,0.0,0.0
2061,https://www.zomato.com/jakarta/tsurukamedou-green-ville/info,140000,396.0,-6.1698,106.76955,0,4.2,0,1105,0,61,00000000000000000010100000000000000000100000000000000000000000001000000000000000000000,qqguvs,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.3321790402101223,0.0,0.0
2063,https://www.zomato.com/jakarta/b-steak-grill-pancake-green-ville/info,300000,532.0,-6.169438,106.771378,1,4.5,0,554,0,734,00000000000000000000000000000000100010000000000000000000000000000000000001000000000000,qqguvs,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2064,https://www.zomato.com/jakarta/baso-aci-ganteng-tanjung-duren/info,100000,31.0,-6.181393,106.783589,1,3.1,0,1494,0,9,00000000000000000000000000100000000010100000000000000000000000000000000000000000000000,qqguvf,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.5607104090414063,0.0,0.0
2065,https://www.zomato.com/jakarta/genki-sushi-tanjung-duren/info,250000,312.0,-6.177371,106.790672,1,4.3,0,252,0,75,00000000000000000000001000000000000000100000000000000000000000000000000000000010000000,qqguy5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2066,https://www.zomato.com/jakarta/coco-ichibanya-curry-tanjung-duren/info,260000,430.0,-6.174723,106.789657,1,4.3,0,188,0,11,00000000000000000000000000000000000000100000000000000000000000000000000001000000000000,qqguy5,0.0,1.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.71408754118701,0.1,4.2
2068,https://www.zomato.com/jakarta/little-boss-1-tanjung-duren/info,150000,25.0,-6.178659,106.792099,0,3.0,0,16,0,222,00010000000000000000000000000000000000000000000000000000000000000000000000000000000010,qqguy5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453,0.0,0.0
2069,https://www.zomato.com/jakarta/kopi-kangen-tanjung-duren/info,60000,5.0,-6.178964,106.788673,0,3.5,0,88,0,8,00000000000000100000100000000000000010000000000000000000000000000000000000000000000000,qqguy5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.351783994289646,0.0,0.0
2070,https://www.zomato.com/jakarta/yomies-1-tanjung-duren/info,60000,21.0,-6.177422,106.790651,0,3.1,2,3,0,210,00000000000000100000100000000000000000000000000000000000000000000000000000000000000000,qqguy5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2071,https://www.zomato.com/jakarta/ayam-geybok-bang-jarwo-tanjung-duren/info,60000,20.0,-6.1738583181,106.7814764008,0,3.5,0,53,4,0,00000010000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguvu,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6094379124341005,0.5333333333333333,3.3499999999999996
2073,https://www.zomato.com/jakarta/xi-bo-ba-tanjung-duren/info,60000,5.0,-6.173677,106.78351,1,3.4,0,1273,4,0,00000000000000101000000000000000000000000000000000000000000000000000000001000000000000,qqguvu,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,1.933809998920632,0.05,3.4
2074,https://www.zomato.com/jakarta/spinfish-poke-house-tanjung-duren/info,150000,12.0,-6.175616,106.790503,0,3.6,0,265,0,605,00000000000000000000100000000000010000000000000000000000000000000000000000000000000000,qqguy5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.410116318288409,0.16666666666666666,3.8
2075,https://www.zomato.com/jakarta/mihimihi-1-tanjung-duren/info,50000,43.0,-6.1775802854,106.7929616198,0,3.7,0,463,0,856,00000100000000000010000000000000000010000000000000000000000000000000000000000000000000,qqguy5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2077,https://www.zomato.com/jakarta/oppa-galbi-1-tanjung-duren/info,250000,29.0,-6.173946,106.782458,1,2.9,0,604,0,562,00000000000100000000000000000000000000100001000000000000000000000000000000000000000000,qqguvu,0.0,1.0,8.0,4.0,0.0,0.0,0.0,9.0,1.0,2.0,1.0,7.0,2.0,3.0,1.0,0.0,2.0829070921405304,0.043478260869565216,2.8
2078,https://www.zomato.com/jakarta/francis-artisan-bakery-tanjung-duren/info,70000,107.0,-6.178312,106.790718,0,4.3,0,876,0,5,00000100000000000000000000000000000000000000000000000000000000000000010000000000000000,qqguy5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0986122886681096,0.0,0.0
2083,https://www.zomato.com/jakarta/bakmi-akin-bangka-tanjung-duren/info,70000,8.0,-6.180057,106.783617,0,2.8,0,934,0,23,00000010010000000010100000000000000000000000000000000000000000000000000000000000100000,qqguvf,0.0,1.0,7.0,1.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.9680901311046588,0.1,3.6
2084,https://www.zomato.com/jakarta/tabeyou-tanjung-duren/info,220000,58.0,-6.173529,106.785755,0,3.8,0,1249,0,1057,00000000000100000000000000000000000000100001000000000000000000000000010000000000000000,qqguvu,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,0.0,2.1028657720503716,0.0,0.0
2085,https://www.zomato.com/jakarta/adoralezat-cake-bakery-tanjung-duren/info,150000,60.0,-6.1738973179,106.7841428518,0,3.7,0,1742,0,832,00000100000000000000000000000000000000100001000000000000000000000000000000000000000000,qqguvu,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,1.933809998920632,0.05,2.8
2087,https://www.zomato.com/jakarta/ketan-duren-tanjung-duren/info,50000,11.0,-6.181486,106.783588,0,3.2,0,106,0,1742,00000000000000000000001000000000000000100000000000000000000000000000000000000000000000,qqguvf,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.6094379124341005,0.0,0.0
2088,https://www.zomato.com/jakarta/hachimitsu-udon-donburi-tanjung-duren/info,100000,7.0,-6.174699,106.789979,0,3.1,0,173,0,26,00000000000000000000100000000000000000100000000000000000000000000000000000000000000000,qqguy5,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2275294114572126,0.3333333333333333,3.8333333333333335
2089,https://www.zomato.com/jakarta/pizza-hut-tanjung-duren/info,250000,85.0,-6.178532,106.79221,1,3.7,0,910,0,1777,01000000000000000000100000110000001010000000000000000000000000100000000000000000000000,qqguy5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453,0.0,0.0
2090,https://www.zomato.com/jakarta/gourmet-cafe-by-bee-cheng-hiang-tanjung-duren/info,150000,4.0,-6.177356,106.790671,0,3.6,0,28,0,7,00000000000000000001000000000000000010000000000000000000000000000000000000000000000000,qqguy5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,https://www.zomato.com/jakarta/dapur-vegetarian-tanjung-duren/info,100000,9.0,-6.17531,106.783486,0,3.5,0,1651,4,0,00000000000000100000100000000000010000000000000000000000000000000000000000000000000000,qqguvg,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,8.0,4.0,0.0,1.0,0.0,1.846997271264704,0.18421052631578946,3.4999999999999996
2092,https://www.zomato.com/jakarta/bakmi-lung-kee-tanjung-duren/info,90000,46.0,-6.182755,106.783677,0,3.8,0,573,0,143,00000010000000000001000000000000000000010000000000000000000000000000000000000000000000,qqguvf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094,https://www.zomato.com/jakarta/mango-bomb-tanjung-duren/info,90000,10.0,-6.178535,106.792208,0,2.9,0,577,0,1277,00000000000000100000001000000000000010000000000000000000000000000000000000000000000000,qqguy5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453,0.0,0.0
2095,https://www.zomato.com/jakarta/abura-soba-yamatoten-tanjung-duren/info,200000,39.0,-6.174592,106.790238,1,3.9,0,562,0,11,00000000000000000000000000000000000010100000000000000000000000000100000000000000000000,qqguy5,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2275294114572126,0.0,0.0
2098,https://www.zomato.com/jakarta/cold-stone-creamery-tanjung-duren/info,110000,79.0,-6.177354,106.790674,1,3.7,0,171,0,62,00000000000000000000001000000000001010000000000000000000000000000000000000000000000000,qqguy5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,https://www.zomato.com/jakarta/hoshi-tanjung-duren/info,60000,50.0,-6.177356,106.790673,0,3.8,0,827,0,220,00000100000000000000101000000000000010001000000000000000000000000000100000000000000000,qqguy5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
