,index,url,rest_price_idr,review,lat,long,is_chain,rating,alcohol,delivery,entertainment,indoor seating,kid friendly,no alcohol available,others_facility,outdoor seating,parking service,praying room,private dining area available,self service,smoking area,special_meal,table booking,table booking not available,table reservation required,takeaway available,asian,bakery,beverages,cafe,coffee,desserts,drink,fast_food,india,indonesia_traditional,indonesian,melayu,mid_east,noodle,others_type,seafood,snacks,special_food,street_food,tea,western,encode,geohash,d_500_airport,d_500_atm,d_500_bank,d_500_cafe,d_500_convenience_store,d_500_gas_station,d_500_hospital,d_500_lodging,d_500_meal_takeaway,d_500_mosque,d_500_park,d_500_restaurant,d_500_school,d_500_store,d_500_supermarket,d_500_train_station,en_500,n_compt_500,avg_n_rest
1115,1263,https://www.zomato.com/jakarta/espresso-bar-xxi-plaza-indonesia-thamrin/info,250000,9.0,-6.193347,106.821949,0,2.9,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00010000000000000000100000000000000000000000000000000000000000000000000000000000000010,qqguyb,0.0,17.0,3.0,18.0,13.0,0.0,3.0,11.0,0.0,12.0,3.0,23.0,6.0,30.0,13.0,0.0,2.274761537866401,0.1428571428571428,3.7375
1116,1264,https://www.zomato.com/jakarta/yabai-menteng/info,250000,297.0,-6.198028,106.828783,0,4.4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qqguwz,0.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,16.0,5.0,6.0,4.0,0.0,0.0,1.7155881528774692,0.0,0.0
1117,1265,https://www.zomato.com/jakarta/bart-bar-at-the-roof-top-thamrin/info,300000,541.0,-6.188851,106.824792,0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000000000000010000000000000010000000000000000000000000000000000000000000000000,qqguyc,0.0,15.0,5.0,8.0,5.0,12.0,15.0,3.0,0.0,2.0,3.0,4.0,3.0,1.0,2.0,0.0,2.279842492676331,0.3225806451612903,3.19
1118,1266,https://www.zomato.com/jakarta/ramen-seirock-ya-thamrin/info,160000,75.0,-6.193429,106.821884,0,3.8,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000100000000000000000000000001000000000000000000000,qqguyb,0.0,18.0,3.0,18.0,13.0,0.0,3.0,14.0,3.0,12.0,3.0,26.0,6.0,30.0,13.0,0.0,2.321003219750036,0.1296296296296296,3.942857142857143
1119,1268,https://www.zomato.com/jakarta/the-jaya-pub-thamrin/info,350000,129.0,-6.186563,106.822166,0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000000000000000000000000000001000000000000000000000000000000000000000000000010,qqguyc,0.0,13.0,6.0,6.0,6.0,0.0,2.0,8.0,15.0,12.0,0.0,9.0,2.0,1.0,6.0,0.0,2.291913063995753,0.175,3.571428571428572
1120,1269,https://www.zomato.com/jakarta/giyanti-coffee-roastery-cikini/info,170000,1383.0,-6.198927,106.839468,0,4.8,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000,qqguxp,0.0,18.0,14.0,12.0,2.0,3.0,13.0,12.0,0.0,15.0,3.0,10.0,20.0,5.0,9.0,0.0,2.402970887445353,0.2608695652173913,3.7
1121,1270,https://www.zomato.com/jakarta/claypot-popo-menteng/info,100000,735.0,-6.183893,106.82496,1,4.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqguyf,0.0,49.0,19.0,16.0,5.0,3.0,6.0,17.0,5.0,7.0,2.0,22.0,4.0,38.0,10.0,0.0,2.2633525000048333,0.0555555555555555,2.975
1122,1272,https://www.zomato.com/jakarta/jia-jia-thamrin/info,150000,48.0,-6.195171,106.820441,1,3.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000000000000000000000000000000001000000000000000000,qqguyb,0.0,45.0,0.0,16.0,21.0,0.0,0.0,23.0,6.0,18.0,3.0,30.0,8.0,30.0,21.0,0.0,2.219755454898175,0.0181818181818181,4.2
1123,1273,https://www.zomato.com/jakarta/rush-hour-thamrin/info,100000,21.0,-6.198936,106.822516,1,3.4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,01000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqguwz,0.0,9.0,13.0,33.0,7.0,0.0,0.0,6.0,0.0,13.0,9.0,29.0,0.0,24.0,7.0,3.0,2.175290980343081,0.1020408163265306,3.87
1124,1274,https://www.zomato.com/jakarta/hava-tea-thamrin/info,70000,11.0,-6.193236,106.821822,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00000000000000100000000000000000000000000000000000000000000000000000000000000000100000,qqguyb,0.0,20.0,3.0,18.0,13.0,0.0,3.0,14.0,3.0,16.0,3.0,26.0,8.0,30.0,13.0,0.0,2.332836355794144,0.1428571428571428,3.9
1125,1275,https://www.zomato.com/jakarta/romansa-menteng/info,150000,274.0,-6.183633,106.82466,1,3.9,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000010,qqguyf,0.0,51.0,19.0,16.0,5.0,0.0,3.0,14.0,5.0,5.0,2.0,21.0,4.0,38.0,10.0,0.0,2.16769721691834,0.2985074626865671,3.29
1126,1276,https://www.zomato.com/jakarta/urban-latte-thamrin/info,90000,8.0,-6.193382,106.821968,1,2.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00000000000000100000100000000000000000000000000000000000000000000000100000000000000000,qqguyb,0.0,18.0,3.0,18.0,12.0,0.0,3.0,11.0,0.0,12.0,3.0,26.0,6.0,30.0,13.0,0.0,2.264090720927244,0.074074074074074,3.55
1127,1277,https://www.zomato.com/jakarta/cricks-cafe-thamrin/info,100000,13.0,-6.193256,106.821818,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000001000000000000000000000000000000000000000000000000000000000000000,qqguyb,0.0,20.0,3.0,18.0,13.0,0.0,3.0,14.0,3.0,16.0,3.0,26.0,8.0,30.0,13.0,0.0,2.332836355794144,0.1454545454545454,3.875
1128,1278,https://www.zomato.com/jakarta/al-jazeerah-cikini/info,350000,466.0,-6.192977,106.840181,1,4.3,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000,qqguz0,0.0,9.0,4.0,5.0,7.0,0.0,1.0,3.0,9.0,10.0,3.0,12.0,9.0,12.0,0.0,0.0,2.3380300619983574,0.0,0.0
1129,1279,https://www.zomato.com/jakarta/sate-jaya-agung-thamrin/info,100000,44.0,-6.1869,106.824864,0,2.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00000000000000000000000000000000000000000000000000000000000000000100000000000000000000,qqguyc,0.0,17.0,7.0,12.0,1.0,0.0,2.0,4.0,0.0,7.0,0.0,9.0,2.0,2.0,2.0,0.0,2.080669965000696,0.0,0.0
1130,1280,https://www.zomato.com/jakarta/union-deli-thamrin/info,550000,1510.0,-6.195167,106.82044,1,4.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000010,qqguyb,0.0,45.0,0.0,16.0,21.0,0.0,0.0,23.0,6.0,18.0,3.0,30.0,8.0,30.0,21.0,0.0,2.219755454898175,0.0909090909090909,4.1
1131,1281,https://www.zomato.com/jakarta/rice-walk-thamrin/info,240000,72.0,-6.195033,106.820003,1,2.9,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000000000000000001000000000100000010000000000000000000000000000000000000000000000000,qqguy8,0.0,36.0,30.0,76.0,16.0,3.0,0.0,20.0,3.0,16.0,9.0,73.0,5.0,60.0,15.0,0.0,2.182487659000645,0.1894736842105263,3.983333333333332
1132,1282,https://www.zomato.com/jakarta/skyloft-all-seasons-hotel-thamrin/info,500000,456.0,-6.201407,106.822151,0,3.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000010,qqguwz,0.0,62.0,16.0,17.0,9.0,0.0,2.0,3.0,0.0,14.0,6.0,13.0,4.0,9.0,10.0,3.0,2.114743037652245,0.1904761904761904,3.5250000000000004
1133,1284,https://www.zomato.com/jakarta/kopi-kenangan-2-thamrin/info,50000,40.0,-6.186583,106.823981,1,3.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00000000000000100000100000000000000000000000000000000000000000000000000000000000100000,qqguyc,0.0,17.0,7.0,10.0,1.0,0.0,2.0,6.0,2.0,11.0,0.0,7.0,2.0,2.0,2.0,0.0,2.169003656953486,0.1136363636363636,3.78
1134,1285,https://www.zomato.com/jakarta/tugu-kunstkring-paleis-menteng/info,500000,651.0,-6.188841,106.833331,0,4.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000001000000000000000000000010010000000000000000000000000000000000000000000010,qqguz1,0.0,3.0,2.0,3.0,1.0,0.0,7.0,6.0,0.0,6.0,1.0,5.0,4.0,0.0,2.0,0.0,2.236901600738377,0.1470588235294117,3.5400000000000005
1135,1286,https://www.zomato.com/jakarta/the-peoples-cafe-thamrin/info,200000,659.0,-6.195165,106.82044,1,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,00000000000000000000100000000100000011000000000000000000000000000000000000000000000000,qqguyb,0.0,45.0,0.0,16.0,21.0,0.0,0.0,23.0,6.0,18.0,3.0,30.0,8.0,30.0,21.0,0.0,2.219755454898175,0.1454545454545454,3.4125
1136,1287,https://www.zomato.com/jakarta/yong-tau-fu-thamrin/info,100000,37.0,-6.195168,106.82023,1,3.1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000001000000000000000000000000000000000000000000000001000000000000000000,qqguyb,0.0,48.0,0.0,16.0,21.0,0.0,0.0,23.0,9.0,22.0,3.0,32.0,8.0,30.0,21.0,0.0,2.228660032368373,0.1272727272727272,3.3285714285714283
1137,1290,https://www.zomato.com/jakarta/bubur-ayam-parkiran-thamrin/info,50000,34.0,-6.189517,106.824359,0,3.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,00000000000000000000000000000000000010000000000000000000000000000000000000100000000000,qqguyc,0.0,20.0,8.0,21.0,5.0,12.0,15.0,11.0,0.0,2.0,6.0,22.0,8.0,8.0,0.0,0.0,2.327545937397055,0.1,3.2285714285714286
1138,1291,https://www.zomato.com/jakarta/kopi-luwak-2-thamrin/info,200000,4.0,-6.192759,106.821495,1,3.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00000000000000000000100000000000000010000000000000000000000000000000000000000000100000,qqguyb,0.0,21.0,3.0,18.0,13.0,0.0,3.0,17.0,3.0,20.0,3.0,26.0,10.0,30.0,16.0,0.0,2.3422603266688755,0.2727272727272727,3.566666666666666
1139,1292,https://www.zomato.com/jakarta/ayam-gepuk-sambal-bawang-pak-gembus-thamrin/info,50000,6.0,-6.184605,106.823799,1,3.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguyf,0.0,49.0,21.0,18.0,8.0,3.0,6.0,22.0,5.0,7.0,0.0,27.0,4.0,38.0,12.0,0.0,2.2591084339448586,0.275,3.2181818181818183
1140,1293,https://www.zomato.com/jakarta/saychiizu-hokkaido-cheese-toast-thamrin/info,80000,11.0,-6.193253,106.821821,1,3.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000001000000000000000100000000000000000000000000000000000000000000000,qqguyb,0.0,20.0,3.0,18.0,13.0,0.0,3.0,14.0,3.0,16.0,3.0,26.0,8.0,30.0,13.0,0.0,2.332836355794144,0.2181818181818181,3.9583333333333335
1141,1294,https://www.zomato.com/jakarta/bebek-bengil-thamrin/info,350000,44.0,-6.192097,106.821764,1,3.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000100000000000000000000000000000000000000000000000000000000000000000000000000000,qqguyb,0.0,17.0,3.0,14.0,17.0,0.0,3.0,14.0,6.0,19.0,0.0,16.0,9.0,27.0,10.0,0.0,2.335945651483132,0.0,0.0
1142,1295,https://www.zomato.com/jakarta/fountain-lounge-grand-hyatt-thamrin/info,500000,154.0,-6.193927,106.82219,0,4.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,00010000000000000000000000010000000000000000000000000000000000000000000000000000000010,qqguyb,0.0,22.0,10.0,20.0,12.0,3.0,9.0,11.0,0.0,10.0,3.0,26.0,12.0,27.0,10.0,0.0,2.4043600303281525,0.037037037037037,3.95
1143,1296,https://www.zomato.com/jakarta/grand-cafe-grand-hyatt-1-thamrin/info,800000,161.0,-6.193722,106.822233,0,4.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguyb,0.0,20.0,8.0,20.0,12.0,0.0,9.0,11.0,0.0,10.0,3.0,26.0,10.0,27.0,8.0,0.0,2.3430569845323586,0.1428571428571428,3.25
1144,1297,https://www.zomato.com/jakarta/sari-ratu-1-thamrin/info,120000,76.0,-6.193237,106.821822,1,2.7,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000000000000000000000010000000000000000001000000000,qqguyb,0.0,20.0,3.0,18.0,13.0,0.0,3.0,14.0,3.0,16.0,3.0,26.0,8.0,30.0,13.0,0.0,2.332836355794144,0.0178571428571428,3.9
1145,1298,https://www.zomato.com/jakarta/nitro-coffee-thamrin/info,100000,18.0,-6.198347,106.824278,1,3.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000,qqguwz,0.0,12.0,16.0,22.0,6.0,0.0,0.0,6.0,0.0,7.0,6.0,16.0,0.0,16.0,5.0,3.0,2.239522212219637,0.0416666666666666,3.8
1146,1299,https://www.zomato.com/jakarta/rm-ampera-2-tak-cikini/info,70000,174.0,-6.195295,106.840034,0,3.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000000000000000000000000000000000000000000100000000,qqguz0,0.0,17.0,14.0,27.0,18.0,3.0,7.0,6.0,9.0,12.0,0.0,23.0,18.0,12.0,9.0,3.0,2.4827937824603623,0.0,0.0
1147,1300,https://www.zomato.com/jakarta/gado-gado-bon-bin-cikini/info,90000,184.0,-6.192783,106.83868,0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,qqguz0,0.0,14.0,3.0,7.0,10.0,3.0,6.0,6.0,0.0,8.0,3.0,16.0,3.0,16.0,0.0,0.0,2.305067869202573,0.0,0.0
1148,1301,https://www.zomato.com/jakarta/doj-juice-bar-thamrin/info,80000,51.0,-6.193842,106.822261,1,3.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000100000000000000000000000001000000000000000000000000000000000000000000000,qqguyb,0.0,19.0,10.0,20.0,12.0,3.0,9.0,11.0,0.0,10.0,3.0,26.0,12.0,27.0,7.0,0.0,2.3984699168584918,0.0517241379310344,3.866666666666667
1149,1302,https://www.zomato.com/jakarta/kopi-sesuai-thamrin/info,50000,5.0,-6.18805,106.824955,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00000000000000100000100000000000000000000000000000000000000000000000100000000000000000,qqguyc,0.0,13.0,2.0,10.0,4.0,3.0,14.0,2.0,0.0,4.0,0.0,3.0,0.0,1.0,2.0,0.0,2.074961857169152,0.0975609756097561,3.325
1150,1303,https://www.zomato.com/jakarta/the-japanese-sari-pacific-jakarta-thamrin/info,650000,275.0,-6.185519,106.823925,0,4.4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000100000000000000000000000001000000000000010000000,qqguyc,0.0,24.0,9.0,8.0,1.0,2.0,2.0,6.0,4.0,11.0,0.0,9.0,4.0,2.0,2.0,0.0,2.213890563088189,0.0217391304347826,3.9
1151,1304,https://www.zomato.com/jakarta/metro-coffee-bar-etc-thamrin/info,200000,166.0,-6.201188,106.822318,0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00010000000000000000100000000000000000000000000000000000000000000000000000000000000010,qqguwz,0.0,56.0,16.0,17.0,9.0,0.0,2.0,3.0,0.0,14.0,6.0,13.0,2.0,9.0,10.0,3.0,2.1318763281139312,0.25,3.64
1152,1306,https://www.zomato.com/jakarta/stumpy-coffee-thamrin/info,80000,52.0,-6.201696,106.823391,0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000,qqguwz,0.0,50.0,16.0,19.0,9.0,0.0,4.0,0.0,0.0,4.0,12.0,4.0,4.0,9.0,10.0,3.0,2.0963533676678257,0.1428571428571428,3.45
1153,1307,https://www.zomato.com/jakarta/tom-sushi-2-thamrin/info,100000,484.0,-6.195171,106.820441,1,4.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000000000000000000000000000000000000100000000000000000000000000000000000000010000000,qqguyb,0.0,45.0,0.0,16.0,21.0,0.0,0.0,23.0,6.0,18.0,3.0,30.0,8.0,30.0,21.0,0.0,2.219755454898175,0.0727272727272727,4.45
1154,1308,https://www.zomato.com/jakarta/sana-sini-restaurant-thamrin/info,750000,839.0,-6.193604,106.823753,0,4.7,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00000000000000000001000000000000000010100000000000000000000000000000000000000000000010,qqguyb,0.0,17.0,10.0,20.0,4.0,3.0,9.0,3.0,0.0,6.0,0.0,23.0,21.0,15.0,4.0,0.0,2.268350178012996,0.180327868852459,3.2909090909090906
